,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
7482,Z007224,6/15/78,10,25,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7483,Z007225,6/15/78,10,24.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7484,Z007226,6/15/78,10,22,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7485,Z007227,6/15/78,10,21.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7486,Z007228,6/15/78,10,19.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7487,Z007229,6/15/78,10,19.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7488,Z007230,6/15/78,10,19.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7489,Z007516,6/15/78,10,27,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7490,Z007517,6/15/78,10,27,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7491,Z007518,6/15/78,10,27,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7492,Z007519,6/15/78,10,26,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7493,Z007520,6/15/78,10,26,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7494,Z007521,6/15/78,10,26,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7495,Z007522,6/15/78,10,26,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7496,Z007523,6/15/78,10,25,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7497,Z007822,6/15/78,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7498,Z007823,6/15/78,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7499,Z007824,6/15/78,10,26.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
689,Z006855,6/15/78,11,65.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
688,Z006854,6/15/78,11,67.1,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
687,Z006853,6/15/78,11,68,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
686,Z006852,6/15/78,11,68.9,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
685,Z006851,6/15/78,11,70.7,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
7478,Z007220,6/15/78,10,25.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
722,Z007829,6/15/78,11,77,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
716,Z007823,6/15/78,11,79.7,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
724,Z007831,6/15/78,11,74.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
13690,Z007833,6/15/78,1028,2,"CADMIUM,TOTAL, BOTTOM DEPOSITS (MG/KG,DRY WT)",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
14634,Z007833,6/15/78,71921,0.2,"MERCURY,TOT. IN BOT. DEPOS. (MG/KG) AS HG DRY WG",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
14615,Z007833,6/15/78,496,104365,"LOSS ON IGNITION, BOTTOM DEPOSITS (MG/KG)",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
14589,Z006859,6/15/78,96000,1.94953,DIVERSITY--ZOOPLANKTON,NS,Water,N/A Calculation,Water,33.90492,-96.665033
723,Z007830,6/15/78,11,76.1,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
13637,Z007833,6/15/78,557,3424,"OIL&GREASE,FREON EXTR-GRAV METH,BOT.DEPOS(MG/KG)",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
13633,Z007833,6/15/78,339,55126,"CHEMICAL OXYGEN DEMAND, BOT. DEPOS(MG/KG DRY WT)",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
6439,Z006841,6/15/78,945,290.7,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6440,Z007217,6/15/78,945,245.1,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6441,Z007516,6/15/78,945,319.8,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6442,Z007822,6/15/78,945,246.1,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
1181,Z007822,6/15/78,95,1986,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
1180,Z007516,6/15/78,95,2312,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
1179,Z007217,6/15/78,95,1676,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
1178,Z006841,6/15/78,95,2040,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
10566,Z006841,6/15/78,665,0.04,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10567,Z007217,6/15/78,665,0.04,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13675,Z007833,6/15/78,1003,0.53,"ARSENIC, BOTTOM DEPOSITS (MG/KG AS AS DRY WT)",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
10568,Z007516,6/15/78,665,0.06,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13662,Z007833,6/15/78,668,1218,"PHOSPHORUS,TOTAL, BOTTOM DEPOSIT (MG/KG DRY WT)",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
11054,Z007516,6/15/78,32211,19,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
14968,Z006859,6/15/78,97074,26.09,DIAPHANOSOMA BRACHYURUM (#/LITER),#/L,Water,N/A Calculation,Water,33.90492,-96.665033
14929,Z007833,6/15/78,1148,0.024,"SELENIUM, BOTTOM DEPOSITS (MG/KG AS SE DRY WT)",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
14923,Z007833,6/15/78,1023,48,"BORON, BOTTOM DEPOSITS (MG/KG AS B DRY WT)",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
14914,Z007833,6/15/78,1008,18.5,"BARIUM, BOTTOM DEPOSITS (MG/KG AS BA DRY WT)",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
14858,Z006859,6/15/78,97381,305.12,DIAPTOMUS (#/LITER),#/L,Water,N/A Calculation,Water,33.90492,-96.665033
14841,Z006859,6/15/78,96760,0.32,POLYARTHRA (#/LITER),#/L,Water,N/A Calculation,Water,33.90492,-96.665033
14697,Z006859,6/15/78,97980,148.61,"NAUPLIUS,UNKNOWN (#/LITER)",#/L,Water,N/A Calculation,Water,33.90492,-96.665033
15400,Z006841,6/15/78,32218,0.1,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15401,Z007217,6/15/78,32218,0.1,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15402,Z007516,6/15/78,32218,0.1,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15403,Z007822,6/15/78,32218,74.1,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9770,Z006841,6/15/78,610,0.12,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9771,Z007217,6/15/78,610,0.07,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9772,Z007516,6/15/78,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9773,Z007822,6/15/78,610,0.15,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11052,Z006841,6/15/78,32211,10.5,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11053,Z007217,6/15/78,32211,18.8,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11055,Z007822,6/15/78,32211,0.1,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10569,Z007822,6/15/78,665,0.08,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13650,Z007833,6/15/78,626,10630,"NITROGEN,ORG. KJEL, BOT. DEPOS (MG/KG-N DRY WT)",MG/KG,Sediment,N/A Calculation,Water,33.90492,-96.665033
725,Z007832,6/15/78,11,74.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
13521,Z007822,6/15/78,70507,0.001,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13520,Z007516,6/15/78,70507,0.001,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13519,Z007217,6/15/78,70507,0.001,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13518,Z006841,6/15/78,70507,0.001,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
14110,Z005657,7/25/78,61,0,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,Water,33.90492,-96.665033
727,Z006861,10/20/80,11,70.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
9361,Z007834,10/20/80,535,2,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10193,Z007834,10/20/80,620,0.02,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10192,Z007524,10/20/80,620,0.02,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8945,Z006860,10/20/80,530,2,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10191,Z007231,10/20/80,620,0.02,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10190,Z006860,10/20/80,620,0.02,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
757,Z007839,10/20/80,11,68.7,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
9359,Z007231,10/20/80,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9358,Z006860,10/20/80,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
728,Z006862,10/20/80,11,70.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
729,Z006863,10/20/80,11,70.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
5471,Z007231,10/20/80,403,8.1,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
730,Z006864,10/20/80,11,70.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
15404,Z006860,10/20/80,32218,1.8,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15405,Z007231,10/20/80,32218,1.5,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15406,Z007524,10/20/80,32218,1.7,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15407,Z007834,10/20/80,32218,2.2,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
731,Z006865,10/20/80,11,70.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
726,Z006860,10/20/80,11,70.5,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
9360,Z007524,10/20/80,535,1,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6013,Z007524,10/20/80,940,430,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
732,Z006866,10/20/80,11,70.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
5470,Z006860,10/20/80,403,7.7,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
1967,Z007524,10/20/80,300,10,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
1966,Z007231,10/20/80,300,7.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
4030,Z007526,10/20/80,400,7.9,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
1965,Z006861,10/20/80,300,3.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
7535,Z007836,10/20/80,10,20.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7536,Z007837,10/20/80,10,20.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7537,Z007838,10/20/80,10,20.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
6014,Z007834,10/20/80,940,420,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
7538,Z007839,10/20/80,10,20.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
7540,Z007841,10/20/80,10,20.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
14155,Z006860,10/20/80,680,5.4,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
14156,Z007231,10/20/80,680,5.3,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
14157,Z007524,10/20/80,680,6.8,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
14158,Z007834,10/20/80,680,5.7,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
1964,Z006860,10/20/80,300,6.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6011,Z006860,10/20/80,940,370,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6012,Z007231,10/20/80,940,310,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
7539,Z007840,10/20/80,10,20.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
733,Z006867,10/20/80,11,70.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
9775,Z007231,10/20/80,610,0.24,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9774,Z006860,10/20/80,610,0.25,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
747,Z007526,10/20/80,11,68.7,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
6443,Z006860,10/20/80,945,189.6,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6444,Z007231,10/20/80,945,195.8,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6445,Z007524,10/20/80,945,210.8,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6446,Z007834,10/20/80,945,225.97,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8948,Z007834,10/20/80,530,6,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
748,Z007527,10/20/80,11,68.7,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
749,Z007528,10/20/80,11,68.5,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
746,Z007525,10/20/80,11,68.9,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
750,Z007529,10/20/80,11,68.5,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
8946,Z007231,10/20/80,530,4,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
759,Z007841,10/20/80,11,68.9,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
758,Z007840,10/20/80,11,69.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
751,Z007530,10/20/80,11,68.5,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
752,Z007834,10/20/80,11,72.5,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
753,Z007835,10/20/80,11,69.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
754,Z007836,10/20/80,11,68.9,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
755,Z007837,10/20/80,11,68.7,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
8947,Z007524,10/20/80,530,5,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
745,Z007524,10/20/80,11,71.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
744,Z007240,10/20/80,11,69.1,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
743,Z007239,10/20/80,11,69.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
756,Z007838,10/20/80,11,68.7,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
9776,Z007524,10/20/80,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9777,Z007834,10/20/80,610,0.04,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
735,Z007231,10/20/80,11,70.5,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
13414,Z007834,10/20/80,660,0.03,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13413,Z007524,10/20/80,660,0.06,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13412,Z007231,10/20/80,660,0.03,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13411,Z006860,10/20/80,660,0.06,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
736,Z007232,10/20/80,11,69.8,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
737,Z007233,10/20/80,11,69.6,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
738,Z007234,10/20/80,11,69.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
11056,Z006860,10/20/80,32211,4.1,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11057,Z007231,10/20/80,32211,7.8,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11058,Z007524,10/20/80,32211,24.3,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11059,Z007834,10/20/80,32211,41,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
739,Z007235,10/20/80,11,69.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
740,Z007236,10/20/80,11,69.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
741,Z007237,10/20/80,11,69.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
742,Z007238,10/20/80,11,69.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
734,Z006868,10/20/80,11,70.3,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water,33.90492,-96.665033
5472,Z007524,10/20/80,403,8.5,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4031,Z007527,10/20/80,400,7.9,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
12048,Z007840,10/20/80,94,2360,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
13523,Z007231,10/20/80,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13524,Z007524,10/20/80,70507,0.02,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13525,Z007834,10/20/80,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13974,Z007834,10/20/80,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,33.90492,-96.665033
13973,Z007524,10/20/80,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,33.90492,-96.665033
13972,Z007231,10/20/80,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,33.90492,-96.665033
13522,Z006860,10/20/80,70507,0.02,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
13971,Z006860,10/20/80,31616,2,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water,33.90492,-96.665033
5593,Z007834,10/20/80,410,88,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5592,Z007524,10/20/80,410,91,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
